,ID,PUNTUACION_ACCESIBILIDAD,PUNTUACION_CALIDAD,COMENTARIOS,AreaRecreativaID,FECHA
5725,5726,5,4,EXCELENTE,5237131,20-09-2021
5726,5727,1,2,REGULAR,17996,10-12-2022
5727,5728,3,4,MUY BUENO,18341,30-05-2022
5728,5729,3,3,MUY BUENO,17324,26-07-2022
5729,5730,5,5,EXCELENTE,17908,13-02-2021
5730,5731,5,4,EXCELENTE,3568711,25-12-2023
5731,5732,4,3,MUY BUENO,17526,22-11-2022
5732,5733,5,5,EXCELENTE,3573350,01-01-2022
5733,5734,4,3,MUY BUENO,52190,26-02-2021
5734,5735,4,4,EXCELENTE,17817,23-10-2021
5735,5736,3,2,ACEPTABLE,18081,08-07-2023
5736,5737,5,5,EXCELENTE,16836,16-11-2022
5737,5738,2,2,ACEPTABLE,18345,22-01-2022
5738,5739,5,4,EXCELENTE,16663,10-12-2022
5739,5740,3,4,MUY BUENO,17740,10-06-2021
5740,5741,3,3,MUY BUENO,7595816,02-03-2021
5741,5742,1,2,REGULAR,5653995,30-01-2022
5742,5743,3,4,MUY BUENO,16666,21-09-2022
5743,5744,1,1,DEFICIENTE,52149,16-04-2021
5744,5745,3,4,MUY BUENO,18016,01-07-2023
5745,5746,4,4,EXCELENTE,16834,02-11-2021
5746,5747,4,5,EXCELENTE,5213832,26-09-2023
5747,5748,2,2,ACEPTABLE,52200,18-10-2021
5748,5749,2,1,REGULAR,52229,21-02-2021
5749,5750,1,1,DEFICIENTE,8909085,05-09-2023
5750,5751,2,1,REGULAR,17496,16-11-2023
5751,5752,1,1,DEFICIENTE,17654,26-05-2022
5752,5753,2,1,REGULAR,17421,23-09-2023
5753,5754,1,1,DEFICIENTE,18509,30-05-2023
5754,5755,5,5,EXCELENTE,18614,25-08-2023
5755,5756,2,3,ACEPTABLE,17251,19-12-2023
5756,5757,4,3,MUY BUENO,18044,30-06-2022
5757,5758,2,2,ACEPTABLE,8800259,22-12-2023
5758,5759,5,5,EXCELENTE,18455,03-01-2023
5759,5760,1,1,DEFICIENTE,17651,09-05-2022
5760,5761,3,3,MUY BUENO,4988362,17-03-2023
5761,5762,2,3,ACEPTABLE,17213,24-05-2022
5762,5763,1,1,DEFICIENTE,17692,30-11-2021
5763,5764,5,4,EXCELENTE,3573048,10-06-2022
5764,5765,2,3,ACEPTABLE,52157,08-09-2023
5765,5766,3,3,MUY BUENO,52127,20-09-2022
5766,5767,5,4,EXCELENTE,17583,01-03-2023
5767,5768,2,2,ACEPTABLE,17389,16-05-2021
5768,5769,3,2,ACEPTABLE,17507,20-08-2021
5769,5770,2,1,REGULAR,3573208,08-05-2022
5770,5771,5,5,EXCELENTE,7107694,16-10-2023
5771,5772,1,2,REGULAR,52222,20-10-2021
5772,5773,2,1,REGULAR,4737844,18-08-2021
5773,5774,5,5,EXCELENTE,7182696,02-06-2022
5774,5775,1,1,DEFICIENTE,18035,13-07-2021
5775,5776,1,1,DEFICIENTE,17525,22-08-2021
5776,5777,5,5,EXCELENTE,7239555,21-05-2022
5777,5778,5,5,EXCELENTE,7882656,08-03-2021
5778,5779,5,5,EXCELENTE,18519,08-12-2021
5779,5780,2,1,REGULAR,17455,21-06-2022
5780,5781,2,3,ACEPTABLE,7248182,06-09-2023
5781,5782,4,4,EXCELENTE,17811,02-02-2022
5782,5783,5,4,EXCELENTE,17141,28-02-2022
5783,5784,1,1,DEFICIENTE,18488,17-09-2023
5784,5785,2,1,REGULAR,18449,20-07-2023
5785,5786,1,2,REGULAR,16889,23-10-2022
5786,5787,3,2,ACEPTABLE,18300,27-07-2022
5787,5788,1,1,DEFICIENTE,18379,01-01-2022
5788,5789,3,3,MUY BUENO,17284,29-06-2023
5789,5790,4,4,EXCELENTE,18177,01-11-2023
5790,5791,5,4,EXCELENTE,18326,22-09-2021
5791,5792,5,5,EXCELENTE,17120,11-11-2023
5792,5793,4,3,MUY BUENO,17430,28-01-2023
5793,5794,2,3,ACEPTABLE,18231,03-04-2023
5794,5795,3,2,ACEPTABLE,5240283,06-05-2023
5795,5796,4,5,EXCELENTE,16922,18-05-2022
5796,5797,1,1,DEFICIENTE,17118,21-03-2023
5797,5798,5,5,EXCELENTE,5158912,13-02-2023
5798,5799,1,2,REGULAR,18344,13-03-2022
5799,5800,2,3,ACEPTABLE,3961443,07-08-2021
5800,5801,4,3,MUY BUENO,17580,30-10-2023
5801,5802,4,5,EXCELENTE,6819612,31-08-2023
5802,5803,5,5,EXCELENTE,18638,28-04-2021
5803,5804,4,4,EXCELENTE,18579,01-09-2022
5804,5805,5,5,EXCELENTE,5219928,25-12-2022
5805,5806,2,3,ACEPTABLE,17171,21-10-2023
5806,5807,2,3,ACEPTABLE,18619,25-07-2022
5807,5808,2,2,ACEPTABLE,18051,19-01-2021
5808,5809,1,2,REGULAR,18045,17-07-2022
5809,5810,3,2,ACEPTABLE,52230,24-07-2021
5810,5811,1,1,DEFICIENTE,18295,20-05-2023
5811,5812,4,3,MUY BUENO,7764194,18-12-2022
5812,5813,3,3,MUY BUENO,4731210,28-06-2021
5813,5814,3,2,ACEPTABLE,17329,22-10-2023
5814,5815,5,5,EXCELENTE,7943797,22-03-2021
5815,5816,2,2,ACEPTABLE,17531,11-07-2022
5816,5817,1,1,DEFICIENTE,16935,03-07-2023
5817,5818,5,5,EXCELENTE,18321,31-07-2021
5818,5819,1,1,DEFICIENTE,52162,02-10-2022
5819,5820,5,5,EXCELENTE,17145,04-09-2023
5820,5821,3,3,MUY BUENO,16959,07-11-2021
5821,5822,2,2,ACEPTABLE,17541,15-09-2023
5822,5823,5,5,EXCELENTE,18510,29-01-2022
5823,5824,4,4,EXCELENTE,18262,10-04-2021
5824,5825,5,5,EXCELENTE,3962563,30-03-2021
5825,5826,1,2,REGULAR,7802464,18-06-2022
5826,5827,1,2,REGULAR,18130,18-02-2023
5827,5828,2,1,REGULAR,18095,13-01-2022
5828,5829,2,2,ACEPTABLE,17742,28-09-2022
5829,5830,4,5,EXCELENTE,17149,29-07-2021
5830,5831,1,1,DEFICIENTE,8914010,16-12-2021
5831,5832,1,2,REGULAR,17059,27-12-2021
5832,5833,5,4,EXCELENTE,17758,26-07-2022
5833,5834,3,4,MUY BUENO,17877,27-05-2021
5834,5835,2,1,REGULAR,52902,26-06-2021
5835,5836,1,1,DEFICIENTE,9397047,30-10-2022
5836,5837,1,2,REGULAR,17243,24-11-2023
5837,5838,5,4,EXCELENTE,17725,05-06-2021
5838,5839,3,3,MUY BUENO,17692,03-04-2022
5839,5840,1,1,DEFICIENTE,7140941,29-05-2021
5840,5841,1,1,DEFICIENTE,16720,13-08-2021
5841,5842,3,4,MUY BUENO,18599,15-08-2022
5842,5843,4,3,MUY BUENO,17488,10-01-2021
5843,5844,5,5,EXCELENTE,17390,14-04-2022
5844,5845,5,5,EXCELENTE,18268,15-01-2021
5845,5846,4,5,EXCELENTE,52078,11-02-2023
5846,5847,1,1,DEFICIENTE,4792795,12-08-2023
5847,5848,4,5,EXCELENTE,16971,14-08-2021
5848,5849,4,5,EXCELENTE,17992,19-05-2023
5849,5850,1,1,DEFICIENTE,17655,29-04-2022
5850,5851,5,4,EXCELENTE,17870,07-10-2022
5851,5852,2,1,REGULAR,18114,02-04-2023
5852,5853,5,5,EXCELENTE,17976,14-02-2022
5853,5854,2,3,ACEPTABLE,18080,14-09-2022
5854,5855,1,1,DEFICIENTE,17350,25-10-2023
5855,5856,1,2,REGULAR,3740686,23-12-2023
5856,5857,3,2,ACEPTABLE,17692,23-09-2022
5857,5858,5,5,EXCELENTE,52128,31-08-2022
5858,5859,3,4,MUY BUENO,7840483,07-11-2022
5859,5860,4,3,MUY BUENO,52087,10-04-2023
5860,5861,4,4,EXCELENTE,17274,07-03-2023
5861,5862,1,1,DEFICIENTE,5237138,18-12-2022
5862,5863,3,4,MUY BUENO,5219922,13-03-2022
5863,5864,1,1,DEFICIENTE,17046,05-10-2023
5864,5865,5,4,EXCELENTE,7908163,26-07-2023
5865,5866,2,1,REGULAR,18528,23-09-2023
5866,5867,1,2,REGULAR,18296,29-05-2021
5867,5868,4,3,MUY BUENO,5237130,11-01-2023
5868,5869,3,3,MUY BUENO,5654006,14-01-2021
5869,5870,1,1,DEFICIENTE,17278,25-01-2021
5870,5871,1,2,REGULAR,18029,11-11-2023
5871,5872,2,1,REGULAR,18609,22-07-2023
5872,5873,3,3,MUY BUENO,17162,13-02-2021
5873,5874,5,5,EXCELENTE,18387,03-06-2022
5874,5875,2,2,ACEPTABLE,4737855,29-10-2023
5875,5876,1,1,DEFICIENTE,17304,31-05-2021
5876,5877,4,3,MUY BUENO,17037,08-09-2021
5877,5878,1,1,DEFICIENTE,7107695,14-07-2023
5878,5879,2,3,ACEPTABLE,7168554,07-03-2022
5879,5880,1,2,REGULAR,17935,26-03-2021
5880,5881,4,3,MUY BUENO,3576105,10-11-2023
5881,5882,1,1,DEFICIENTE,5174692,03-03-2023
5882,5883,2,2,ACEPTABLE,52162,05-12-2023
5883,5884,4,3,MUY BUENO,17067,11-01-2022
5884,5885,2,3,ACEPTABLE,3990960,18-08-2023
5885,5886,4,5,EXCELENTE,17068,24-12-2022
5886,5887,1,1,DEFICIENTE,9272789,05-08-2021
5887,5888,1,1,DEFICIENTE,451593,11-12-2023
5888,5889,3,2,ACEPTABLE,18409,23-09-2021
5889,5890,2,3,ACEPTABLE,18196,01-07-2023
5890,5891,3,2,ACEPTABLE,16672,28-01-2023
5891,5892,5,5,EXCELENTE,17578,08-05-2023
5892,5893,1,1,DEFICIENTE,5208757,20-08-2021
5893,5894,3,3,MUY BUENO,17643,12-10-2022
5894,5895,4,3,MUY BUENO,7882667,30-07-2021
5895,5896,4,4,EXCELENTE,17629,11-03-2022
5896,5897,3,2,ACEPTABLE,17429,03-12-2021
5897,5898,1,1,DEFICIENTE,18305,21-02-2021
5898,5899,5,4,EXCELENTE,17820,08-01-2022
5899,5900,5,5,EXCELENTE,18600,21-08-2021
5900,5901,5,5,EXCELENTE,7182696,02-05-2021
5901,5902,3,4,MUY BUENO,18034,29-12-2021
5902,5903,1,1,DEFICIENTE,17279,29-10-2021
5903,5904,1,2,REGULAR,17720,18-12-2021
5904,5905,1,1,DEFICIENTE,16934,25-06-2022
5905,5906,5,5,EXCELENTE,17470,15-12-2021
5906,5907,2,1,REGULAR,17784,01-05-2023
5907,5908,4,4,EXCELENTE,52174,03-10-2022
5908,5909,1,1,DEFICIENTE,18313,14-11-2021
5909,5910,5,5,EXCELENTE,18376,01-05-2022
5910,5911,1,1,DEFICIENTE,52222,17-02-2023
5911,5912,1,1,DEFICIENTE,16683,11-04-2022
5912,5913,3,4,MUY BUENO,16726,07-01-2021
5913,5914,4,3,MUY BUENO,17539,02-05-2023
5914,5915,2,3,ACEPTABLE,16904,13-08-2022
5915,5916,5,5,EXCELENTE,9292077,28-05-2021
5916,5917,5,4,EXCELENTE,17359,26-11-2021
5917,5918,3,2,ACEPTABLE,18368,08-03-2021
5918,5919,2,3,ACEPTABLE,17503,22-10-2023
5919,5920,3,4,MUY BUENO,5219930,21-12-2022
5920,5921,2,3,ACEPTABLE,17444,17-08-2023
5921,5922,1,1,DEFICIENTE,18019,24-01-2021
5922,5923,2,1,REGULAR,18303,09-01-2021
5923,5924,1,1,DEFICIENTE,17650,24-11-2023
5924,5925,2,2,ACEPTABLE,17786,03-03-2022
5925,5926,3,4,MUY BUENO,17997,19-03-2021
5926,5927,5,5,EXCELENTE,17019,27-04-2022
5927,5928,3,3,MUY BUENO,16901,03-08-2023
5928,5929,3,2,ACEPTABLE,18366,29-07-2022
5929,5930,5,5,EXCELENTE,17637,30-09-2023
5930,5931,2,3,ACEPTABLE,17957,26-12-2023
5931,5932,2,1,REGULAR,16890,03-11-2021
5932,5933,2,1,REGULAR,3573055,25-06-2022
5933,5934,3,3,MUY BUENO,16684,29-03-2023
5934,5935,1,2,REGULAR,17392,30-12-2021
5935,5936,5,5,EXCELENTE,17918,26-02-2023
5936,5937,5,5,EXCELENTE,17782,04-08-2021
5937,5938,2,2,ACEPTABLE,16853,05-07-2021
5938,5939,2,2,ACEPTABLE,7613585,31-08-2022
5939,5940,5,5,EXCELENTE,7882665,08-06-2022
5940,5941,2,3,ACEPTABLE,17047,14-10-2021
5941,5942,4,4,EXCELENTE,17139,24-10-2023
5942,5943,5,4,EXCELENTE,16905,01-07-2022
5943,5944,1,1,DEFICIENTE,5241174,23-01-2023
5944,5945,3,2,ACEPTABLE,17000,05-09-2022
5945,5946,5,5,EXCELENTE,18069,17-06-2022
5946,5947,1,1,DEFICIENTE,5231441,24-02-2022
5947,5948,1,1,DEFICIENTE,18552,17-09-2022
5948,5949,5,5,EXCELENTE,7906811,06-02-2022
5949,5950,1,2,REGULAR,17303,20-11-2021
5950,5951,3,2,ACEPTABLE,7403980,20-07-2023
5951,5952,1,1,DEFICIENTE,5240110,11-05-2021
5952,5953,3,4,MUY BUENO,8909095,16-01-2022
5953,5954,4,4,EXCELENTE,18295,30-12-2023
5954,5955,5,5,EXCELENTE,18606,15-09-2022
5955,5956,3,2,ACEPTABLE,16683,10-07-2021
5956,5957,3,4,MUY BUENO,7182466,01-02-2023
5957,5958,4,4,EXCELENTE,52132,28-06-2021
5958,5959,1,1,DEFICIENTE,18137,15-10-2022
5959,5960,1,1,DEFICIENTE,3566373,11-05-2021
5960,5961,4,5,EXCELENTE,7142118,02-07-2023
5961,5962,4,5,EXCELENTE,17049,21-08-2021
5962,5963,2,1,REGULAR,52073,29-10-2023
5963,5964,5,4,EXCELENTE,18095,11-02-2023
5964,5965,4,5,EXCELENTE,18391,19-10-2022
5965,5966,2,1,REGULAR,18004,29-09-2023
5966,5967,5,4,EXCELENTE,8799547,12-01-2021
5967,5968,3,3,MUY BUENO,17143,04-11-2021
5968,5969,4,5,EXCELENTE,52187,27-11-2021
5969,5970,3,4,MUY BUENO,17110,01-12-2022
5970,5971,2,3,ACEPTABLE,18449,05-10-2022
5971,5972,2,3,ACEPTABLE,16658,21-01-2022
5972,5973,2,2,ACEPTABLE,9187536,20-11-2021
5973,5974,1,2,REGULAR,17215,20-04-2023
5974,5975,3,3,MUY BUENO,5199521,24-01-2021
5975,5976,1,1,DEFICIENTE,17949,27-11-2022
5976,5977,3,4,MUY BUENO,17724,16-02-2023
5977,5978,2,2,ACEPTABLE,17559,26-03-2023
5978,5979,1,1,DEFICIENTE,17255,28-12-2023
5979,5980,3,3,MUY BUENO,7245849,19-03-2023
5980,5981,5,5,EXCELENTE,18477,27-11-2021
5981,5982,1,2,REGULAR,18203,10-06-2023
5982,5983,5,4,EXCELENTE,17537,23-02-2022
5983,5984,4,4,EXCELENTE,16954,30-04-2023
5984,5985,5,4,EXCELENTE,7180264,19-11-2023
5985,5986,2,2,ACEPTABLE,18190,28-11-2023
5986,5987,2,1,REGULAR,17940,22-06-2021
5987,5988,2,3,ACEPTABLE,17399,23-01-2023
5988,5989,5,5,EXCELENTE,17593,24-10-2021
5989,5990,5,5,EXCELENTE,52085,27-07-2022
5990,5991,3,2,ACEPTABLE,18458,10-02-2022
5991,5992,2,1,REGULAR,4988166,06-12-2022
5992,5993,5,4,EXCELENTE,52208,16-12-2022
5993,5994,5,5,EXCELENTE,6819620,28-07-2021
5994,5995,2,2,ACEPTABLE,3573208,25-07-2023
5995,5996,2,1,REGULAR,18349,25-09-2023
5996,5997,1,1,DEFICIENTE,18594,18-05-2021
5997,5998,4,4,EXCELENTE,17690,18-12-2021
5998,5999,5,5,EXCELENTE,7837848,15-03-2023
5999,6000,4,3,MUY BUENO,16821,21-12-2021
6000,6001,5,5,EXCELENTE,18086,31-05-2023
6001,6002,2,2,ACEPTABLE,16840,12-01-2023
6002,6003,4,4,EXCELENTE,16866,04-11-2023
6003,6004,3,2,ACEPTABLE,5237127,07-09-2023
6004,6005,2,3,ACEPTABLE,8909085,06-10-2023
6005,6006,3,2,ACEPTABLE,18289,25-02-2022
6006,6007,4,4,EXCELENTE,17376,26-10-2021
6007,6008,4,5,EXCELENTE,18493,04-08-2022
6008,6009,2,2,ACEPTABLE,18576,30-11-2021
6009,6010,5,4,EXCELENTE,17901,10-12-2022
6010,6011,5,5,EXCELENTE,17427,16-08-2021
6011,6012,4,5,EXCELENTE,18379,22-12-2021
6012,6013,4,4,EXCELENTE,3611795,11-11-2021
6013,6014,5,5,EXCELENTE,18340,24-03-2023
6014,6015,3,2,ACEPTABLE,16994,21-12-2021
6015,6016,2,3,ACEPTABLE,5653851,23-04-2021
6016,6017,1,2,REGULAR,6819612,30-07-2022
6017,6018,4,3,MUY BUENO,52202,29-06-2022
6018,6019,4,5,EXCELENTE,5240310,08-11-2023
6019,6020,3,3,MUY BUENO,17867,21-12-2022
6020,6021,5,5,EXCELENTE,16730,14-01-2023
6021,6022,4,3,MUY BUENO,18452,22-12-2021
6022,6023,5,4,EXCELENTE,17976,01-10-2021
6023,6024,4,3,MUY BUENO,18259,25-02-2023
6024,6025,1,2,REGULAR,17748,09-03-2022
6025,6026,3,2,ACEPTABLE,17251,24-03-2023
6026,6027,4,4,EXCELENTE,16760,01-05-2021
6027,6028,5,5,EXCELENTE,461343,04-09-2021
6028,6029,5,5,EXCELENTE,3566373,30-10-2021
6029,6030,2,3,ACEPTABLE,18294,14-01-2021
6030,6031,4,5,EXCELENTE,17259,08-12-2022
6031,6032,2,2,ACEPTABLE,17334,16-10-2023
6032,6033,5,5,EXCELENTE,9046352,29-09-2022
6033,6034,4,3,MUY BUENO,7248141,08-11-2021
6034,6035,1,1,DEFICIENTE,17028,17-12-2022
6035,6036,2,2,ACEPTABLE,18212,10-10-2021
6036,6037,3,2,ACEPTABLE,17380,01-11-2023
6037,6038,1,1,DEFICIENTE,18466,02-09-2023
6038,6039,2,2,ACEPTABLE,18634,02-04-2022
6039,6040,2,2,ACEPTABLE,5240327,16-05-2021
6040,6041,5,5,EXCELENTE,18486,01-12-2023
6041,6042,3,3,MUY BUENO,17020,21-04-2023
6042,6043,1,1,DEFICIENTE,17196,18-10-2023
6043,6044,4,4,EXCELENTE,18475,29-10-2021
6044,6045,2,1,REGULAR,18148,14-09-2022
6045,6046,5,5,EXCELENTE,5246189,02-02-2023
6046,6047,1,1,DEFICIENTE,17947,30-12-2021
6047,6048,3,4,MUY BUENO,5246193,17-12-2022
6048,6049,1,2,REGULAR,17620,09-07-2023
6049,6050,5,5,EXCELENTE,17734,01-11-2023
6050,6051,5,5,EXCELENTE,3573053,07-10-2023
6051,6052,3,2,ACEPTABLE,17493,06-10-2023
6052,6053,4,3,MUY BUENO,16978,16-05-2022
6053,6054,5,5,EXCELENTE,5237134,30-10-2023
6054,6055,5,5,EXCELENTE,3566363,02-06-2021
6055,6056,1,2,REGULAR,17178,26-10-2022
6056,6057,4,4,EXCELENTE,5241171,01-01-2022
6057,6058,4,5,EXCELENTE,17303,24-09-2022
6058,6059,1,1,DEFICIENTE,18527,12-12-2023
6059,6060,4,5,EXCELENTE,17813,30-05-2021
6060,6061,1,2,REGULAR,17302,18-10-2023
6061,6062,1,1,DEFICIENTE,18295,28-07-2021
6062,6063,5,5,EXCELENTE,17661,01-01-2022
6063,6064,4,4,EXCELENTE,18067,16-04-2022
6064,6065,1,1,DEFICIENTE,17190,02-11-2021
6065,6066,3,3,MUY BUENO,17428,27-10-2022
6066,6067,3,4,MUY BUENO,16728,23-03-2022
6067,6068,5,5,EXCELENTE,452347,29-07-2021
6068,6069,5,5,EXCELENTE,17994,14-07-2021
6069,6070,4,4,EXCELENTE,17843,15-02-2023
6070,6071,2,3,ACEPTABLE,17533,31-05-2021
6071,6072,2,3,ACEPTABLE,17935,13-07-2023
6072,6073,3,3,MUY BUENO,17645,21-03-2023
6073,6074,2,3,ACEPTABLE,3569222,13-07-2022
6074,6075,5,4,EXCELENTE,18067,30-04-2022
6075,6076,2,3,ACEPTABLE,7403983,21-02-2021
6076,6077,3,2,ACEPTABLE,8799648,26-01-2022
6077,6078,5,5,EXCELENTE,9177985,05-10-2021
6078,6079,4,3,MUY BUENO,3569191,10-08-2021
6079,6080,2,2,ACEPTABLE,7943813,19-08-2022
6080,6081,3,2,ACEPTABLE,17853,11-06-2022
6081,6082,5,4,EXCELENTE,18221,26-03-2022
6082,6083,5,5,EXCELENTE,17517,16-02-2023
6083,6084,1,2,REGULAR,3573466,02-01-2021
6084,6085,3,3,MUY BUENO,18563,24-01-2023
6085,6086,4,5,EXCELENTE,16728,21-02-2023
6086,6087,3,3,MUY BUENO,8785833,14-03-2022
6087,6088,1,1,DEFICIENTE,16903,11-09-2021
6088,6089,1,2,REGULAR,8799552,23-12-2022
6089,6090,5,5,EXCELENTE,18531,26-08-2023
6090,6091,2,2,ACEPTABLE,17484,25-12-2022
6091,6092,3,4,MUY BUENO,18302,16-11-2022
6092,6093,5,4,EXCELENTE,6819617,29-06-2021
6093,6094,5,5,EXCELENTE,17656,17-07-2022
6094,6095,1,1,DEFICIENTE,16884,06-09-2022
6095,6096,1,1,DEFICIENTE,52165,18-03-2023
6096,6097,2,2,ACEPTABLE,18008,17-09-2021
6097,6098,1,2,REGULAR,5240286,31-12-2021
6098,6099,1,2,REGULAR,17640,21-05-2022
6099,6100,4,3,MUY BUENO,17682,23-09-2022
6100,6101,1,2,REGULAR,17511,04-04-2021
6101,6102,4,4,EXCELENTE,18447,13-10-2021
6102,6103,5,5,EXCELENTE,18403,23-07-2021
6103,6104,3,4,MUY BUENO,17249,23-04-2023
6104,6105,5,4,EXCELENTE,17092,25-05-2021
6105,6106,4,5,EXCELENTE,18193,09-08-2022
6106,6107,4,3,MUY BUENO,18370,10-06-2021
6107,6108,3,4,MUY BUENO,7603212,26-06-2023
6108,6109,2,3,ACEPTABLE,17367,08-11-2021
6109,6110,3,2,ACEPTABLE,17783,14-01-2022
6110,6111,3,3,MUY BUENO,5213823,07-05-2021
6111,6112,2,2,ACEPTABLE,7107694,07-02-2021
6112,6113,1,2,REGULAR,17141,07-03-2022
6113,6114,2,3,ACEPTABLE,461265,13-01-2023
6114,6115,4,5,EXCELENTE,16881,15-11-2023
6115,6116,3,3,MUY BUENO,18335,08-12-2023
6116,6117,3,4,MUY BUENO,17259,28-10-2023
6117,6118,1,1,DEFICIENTE,451348,29-05-2023
6118,6119,2,3,ACEPTABLE,7933003,18-07-2022
6119,6120,1,2,REGULAR,17595,07-07-2023
6120,6121,2,2,ACEPTABLE,17037,16-02-2021
6121,6122,5,4,EXCELENTE,7280560,18-01-2021
6122,6123,2,3,ACEPTABLE,17778,17-06-2021
6123,6124,3,2,ACEPTABLE,18442,08-02-2022
6124,6125,4,4,EXCELENTE,18420,16-04-2022
6125,6126,5,5,EXCELENTE,17879,15-02-2022
6126,6127,3,3,MUY BUENO,18276,19-12-2021
6127,6128,3,2,ACEPTABLE,18122,01-02-2021
6128,6129,1,1,DEFICIENTE,3573053,07-12-2023
6129,6130,1,2,REGULAR,5240282,01-07-2023
6130,6131,3,4,MUY BUENO,18003,03-03-2023
6131,6132,5,4,EXCELENTE,17049,04-12-2023
6132,6133,5,5,EXCELENTE,18171,28-04-2023
6133,6134,4,5,EXCELENTE,52105,16-07-2022
6134,6135,2,1,REGULAR,17902,11-07-2022
6135,6136,2,1,REGULAR,5246199,04-12-2021
6136,6137,2,2,ACEPTABLE,52047,16-10-2023
6137,6138,3,4,MUY BUENO,17359,29-05-2023
6138,6139,1,1,DEFICIENTE,4704499,05-02-2021
6139,6140,2,3,ACEPTABLE,16776,10-09-2022
6140,6141,2,3,ACEPTABLE,17655,04-08-2022
6141,6142,4,3,MUY BUENO,17368,17-03-2023
6142,6143,2,2,ACEPTABLE,7902175,27-03-2021
6143,6144,2,3,ACEPTABLE,16864,28-07-2023
6144,6145,5,4,EXCELENTE,18175,19-03-2021
6145,6146,5,5,EXCELENTE,18059,27-01-2023
6146,6147,4,4,EXCELENTE,7126499,23-03-2023
6147,6148,1,1,DEFICIENTE,17352,30-09-2021
6148,6149,2,1,REGULAR,4730819,28-06-2022
6149,6150,4,4,EXCELENTE,16743,28-08-2021
6150,6151,1,1,DEFICIENTE,17179,15-01-2021
6151,6152,4,5,EXCELENTE,17382,29-06-2021
6152,6153,2,2,ACEPTABLE,18455,29-05-2023
6153,6154,3,2,ACEPTABLE,16783,25-11-2021
6154,6155,1,1,DEFICIENTE,17085,28-12-2022
6155,6156,3,2,ACEPTABLE,17718,29-09-2022
6156,6157,1,1,DEFICIENTE,17412,15-05-2021
6157,6158,5,4,EXCELENTE,16894,25-12-2023
6158,6159,4,4,EXCELENTE,52105,21-07-2021
6159,6160,2,2,ACEPTABLE,17378,19-06-2023
6160,6161,1,2,REGULAR,17832,10-06-2021
6161,6162,5,5,EXCELENTE,17505,12-05-2021
6162,6163,5,5,EXCELENTE,7129053,21-12-2022
6163,6164,4,5,EXCELENTE,16799,26-09-2022
6164,6165,2,3,ACEPTABLE,18591,02-04-2023
6165,6166,3,4,MUY BUENO,17115,16-09-2021
6166,6167,3,2,ACEPTABLE,18047,12-10-2022
6167,6168,5,5,EXCELENTE,7356671,20-04-2022
6168,6169,4,3,MUY BUENO,17666,09-10-2023
6169,6170,4,5,EXCELENTE,18000,10-03-2021
6170,6171,4,5,EXCELENTE,9263613,24-02-2021
6171,6172,3,3,MUY BUENO,17856,07-06-2022
6172,6173,1,1,DEFICIENTE,17096,03-12-2021
6173,6174,3,4,MUY BUENO,17437,20-01-2022
6174,6175,3,3,MUY BUENO,17576,06-12-2022
6175,6176,2,1,REGULAR,7927289,03-06-2022
6176,6177,4,3,MUY BUENO,17556,31-08-2023
6177,6178,4,3,MUY BUENO,17976,12-03-2023
6178,6179,4,4,EXCELENTE,18622,04-01-2022
6179,6180,4,4,EXCELENTE,52106,23-09-2023
6180,6181,4,5,EXCELENTE,16899,19-03-2021
6181,6182,4,5,EXCELENTE,17570,12-02-2021
6182,6183,4,5,EXCELENTE,7144040,16-03-2022
6183,6184,5,5,EXCELENTE,17690,16-10-2023
6184,6185,1,2,REGULAR,17945,27-08-2022
6185,6186,5,5,EXCELENTE,16756,26-02-2021
6186,6187,5,5,EXCELENTE,8799942,26-01-2022
6187,6188,1,2,REGULAR,16879,12-12-2021
6188,6189,3,3,MUY BUENO,18208,07-02-2022
6189,6190,3,2,ACEPTABLE,5241178,22-07-2023
6190,6191,1,1,DEFICIENTE,17363,18-02-2022
6191,6192,2,1,REGULAR,9269361,29-05-2021
6192,6193,4,4,EXCELENTE,17075,17-03-2023
6193,6194,3,4,MUY BUENO,17919,28-01-2021
6194,6195,2,1,REGULAR,5220866,03-10-2023
6195,6196,5,4,EXCELENTE,16833,21-02-2023
6196,6197,3,4,MUY BUENO,9424149,20-11-2021
6197,6198,2,1,REGULAR,17565,25-01-2023
6198,6199,1,2,REGULAR,18595,09-01-2021
6199,6200,2,1,REGULAR,16876,05-10-2021
6200,6201,3,3,MUY BUENO,17330,02-02-2021
6201,6202,1,2,REGULAR,7838836,27-07-2021
6202,6203,1,1,DEFICIENTE,17178,22-11-2021
6203,6204,5,4,EXCELENTE,17428,25-10-2022
6204,6205,5,4,EXCELENTE,18466,25-07-2021
6205,6206,3,2,ACEPTABLE,18279,25-03-2023
6206,6207,3,3,MUY BUENO,17338,16-11-2021
6207,6208,2,1,REGULAR,5272342,12-04-2022
6208,6209,5,4,EXCELENTE,18590,05-02-2022
6209,6210,4,4,EXCELENTE,18591,19-06-2023
6210,6211,4,3,MUY BUENO,52057,19-10-2021
6211,6212,3,3,MUY BUENO,17069,12-01-2022
6212,6213,4,3,MUY BUENO,17846,06-02-2022
6213,6214,4,5,EXCELENTE,5272338,18-07-2021
6214,6215,5,5,EXCELENTE,18381,05-12-2023
6215,6216,3,3,MUY BUENO,5219924,02-04-2023
6216,6217,4,4,EXCELENTE,18637,24-02-2022
