_id,FECHA_INTERVENCION,TIPO_INTERVENCION,ESTADO_PREVIO,ESTADO_POSTERIOR,JuegoID,Tipo,Comentarios
"-14117,00 MNT",2024-02-05T00:00:00Z,EMERGENCIA,MALO,MALO,3566742,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 14117
"-14118,00 MNT",2023-09-11T00:00:00Z,PREVENTIVO,REGULAR,BUENO,7928436,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 14118
"-14119,00 MNT",2024-07-15T00:00:00Z,EMERGENCIA,BUENO,BUENO,7243280,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 14119
"-14120,00 MNT",2024-02-12T00:00:00Z,PREVENTIVO,BUENO,REGULAR,20605,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 14120
"-14121,00 MNT",2023-12-17T00:00:00Z,CORRECTIVO,REGULAR,BUENO,7537977,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 14121
"-14122,00 MNT",2024-09-05T00:00:00Z,PREVENTIVO,REGULAR,REGULAR,5263778,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 14122
"-14123,00 MNT",2024-01-01T00:00:00Z,PREVENTIVO,REGULAR,MALO,20852,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 14123
"-14124,00 MNT",2023-10-19T00:00:00Z,CORRECTIVO,REGULAR,REGULAR,25877,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 14124
"-14125,00 MNT",2024-08-25T00:00:00Z,CORRECTIVO,MALO,MALO,58116,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 14125
"-14126,00 MNT",2024-11-04T00:00:00Z,PREVENTIVO,BUENO,BUENO,3576508,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 14126
"-14127,00 MNT",2024-09-05T00:00:00Z,PREVENTIVO,REGULAR,BUENO,8888653,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 14127
"-14128,00 MNT",2023-12-01T00:00:00Z,EMERGENCIA,BUENO,MALO,5799563,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 14128
"-14129,00 MNT",2024-09-09T00:00:00Z,CORRECTIVO,REGULAR,REGULAR,57910,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 14129
"-14130,00 MNT",2024-08-09T00:00:00Z,CORRECTIVO,REGULAR,REGULAR,7168622,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 14130
"-14131,00 MNT",2024-03-12T00:00:00Z,PREVENTIVO,REGULAR,BUENO,3530795,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 14131
"-14132,00 MNT",2024-01-28T00:00:00Z,CORRECTIVO,REGULAR,REGULAR,33611,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 14132
"-14133,00 MNT",2024-05-08T00:00:00Z,PREVENTIVO,MALO,MALO,9343913,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 14133
"-14134,00 MNT",2024-02-24T00:00:00Z,EMERGENCIA,MALO,MALO,22224,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 14134
"-14135,00 MNT",2023-12-07T00:00:00Z,PREVENTIVO,REGULAR,REGULAR,5239144,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 14135
"-14136,00 MNT",2024-07-10T00:00:00Z,CORRECTIVO,BUENO,REGULAR,3566825,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 14136
"-14137,00 MNT",2024-02-23T00:00:00Z,EMERGENCIA,MALO,BUENO,8804636,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 14137
"-14138,00 MNT",2024-06-23T00:00:00Z,PREVENTIVO,BUENO,BUENO,34991,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 14138
"-14139,00 MNT",2024-01-26T00:00:00Z,EMERGENCIA,BUENO,REGULAR,25743,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 14139
"-14140,00 MNT",2024-08-21T00:00:00Z,PREVENTIVO,REGULAR,MALO,59536,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 14140
"-14141,00 MNT",2024-03-10T00:00:00Z,CORRECTIVO,REGULAR,BUENO,3532743,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 14141
"-14142,00 MNT",2024-08-28T00:00:00Z,PREVENTIVO,REGULAR,MALO,7168556,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 14142
"-14143,00 MNT",2024-05-31T00:00:00Z,EMERGENCIA,REGULAR,REGULAR,5659539,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 14143
"-14144,00 MNT",2024-02-09T00:00:00Z,PREVENTIVO,BUENO,BUENO,3568522,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 14144
"-14145,00 MNT",2024-02-10T00:00:00Z,EMERGENCIA,BUENO,MALO,20643,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 14145
"-14146,00 MNT",2024-08-01T00:00:00Z,EMERGENCIA,BUENO,BUENO,4949779,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 14146
"-14147,00 MNT",2024-10-11T00:00:00Z,EMERGENCIA,MALO,BUENO,8820192,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 14147
"-14148,00 MNT",2024-09-13T00:00:00Z,PREVENTIVO,REGULAR,REGULAR,21417,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 14148
"-14149,00 MNT",2023-11-03T00:00:00Z,CORRECTIVO,REGULAR,REGULAR,4730864,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 14149
"-14150,00 MNT",2024-08-18T00:00:00Z,CORRECTIVO,MALO,MALO,25074,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 14150
"-14151,00 MNT",2024-03-13T00:00:00Z,CORRECTIVO,BUENO,BUENO,25627,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 14151
"-14152,00 MNT",2024-10-02T00:00:00Z,PREVENTIVO,REGULAR,MALO,9277908,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 14152
"-14153,00 MNT",2024-10-04T00:00:00Z,CORRECTIVO,BUENO,BUENO,5240964,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 14153
"-14154,00 MNT",2024-04-19T00:00:00Z,CORRECTIVO,MALO,BUENO,3530401,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 14154
"-14155,00 MNT",2024-03-27T00:00:00Z,EMERGENCIA,REGULAR,MALO,5237088,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 14155
"-14156,00 MNT",2024-01-12T00:00:00Z,PREVENTIVO,BUENO,REGULAR,19518,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 14156
"-14157,00 MNT",2024-03-21T00:00:00Z,PREVENTIVO,BUENO,MALO,22392,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 14157
"-14158,00 MNT",2024-05-28T00:00:00Z,PREVENTIVO,REGULAR,BUENO,35011,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 14158
"-14159,00 MNT",2024-05-04T00:00:00Z,CORRECTIVO,MALO,BUENO,58746,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 14159
"-14160,00 MNT",2024-09-20T00:00:00Z,CORRECTIVO,MALO,REGULAR,6778225,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 14160
"-14161,00 MNT",2023-12-15T00:00:00Z,PREVENTIVO,BUENO,BUENO,9262013,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 14161
"-14162,00 MNT",2024-03-20T00:00:00Z,EMERGENCIA,MALO,BUENO,8891588,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 14162
"-14163,00 MNT",2024-09-01T00:00:00Z,EMERGENCIA,REGULAR,MALO,24815,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 14163
"-14164,00 MNT",2024-03-16T00:00:00Z,CORRECTIVO,REGULAR,BUENO,3568326,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 14164
"-14165,00 MNT",2024-08-18T00:00:00Z,CORRECTIVO,REGULAR,BUENO,35108,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 14165
"-14166,00 MNT",2024-06-11T00:00:00Z,CORRECTIVO,BUENO,REGULAR,58718,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 14166
"-14167,00 MNT",2024-01-24T00:00:00Z,PREVENTIVO,MALO,MALO,21713,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 14167
"-14168,00 MNT",2024-07-16T00:00:00Z,CORRECTIVO,REGULAR,BUENO,22390,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 14168
"-14169,00 MNT",2024-01-15T00:00:00Z,EMERGENCIA,REGULAR,BUENO,5218600,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 14169
"-14170,00 MNT",2024-05-13T00:00:00Z,PREVENTIVO,MALO,BUENO,5158890,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 14170
"-14171,00 MNT",2024-01-11T00:00:00Z,EMERGENCIA,MALO,BUENO,7181852,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 14171
"-14172,00 MNT",2023-11-17T00:00:00Z,CORRECTIVO,REGULAR,REGULAR,7933090,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 14172
"-14173,00 MNT",2024-10-06T00:00:00Z,CORRECTIVO,BUENO,MALO,7168584,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 14173
"-14174,00 MNT",2023-12-29T00:00:00Z,EMERGENCIA,MALO,REGULAR,5659004,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 14174
"-14175,00 MNT",2023-10-17T00:00:00Z,PREVENTIVO,REGULAR,REGULAR,9284777,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 14175
"-14176,00 MNT",2024-09-20T00:00:00Z,EMERGENCIA,MALO,REGULAR,7537975,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 14176
"-14177,00 MNT",2024-08-25T00:00:00Z,EMERGENCIA,BUENO,MALO,25538,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 14177
"-14178,00 MNT",2024-08-08T00:00:00Z,EMERGENCIA,REGULAR,MALO,33300,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 14178
"-14179,00 MNT",2024-04-14T00:00:00Z,CORRECTIVO,MALO,MALO,22529,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 14179
"-14180,00 MNT",2024-10-04T00:00:00Z,PREVENTIVO,REGULAR,MALO,21460,QUEJA_USUARIO,"COMENTARIO_DESCONOCIDO_-14180,00 MNT"
"-14181,00 MNT",2024-10-07T00:00:00Z,CORRECTIVO,REGULAR,REGULAR,8930912,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 14181
"-14182,00 MNT",2024-02-17T00:00:00Z,EMERGENCIA,BUENO,BUENO,59533,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 14182
"-14183,00 MNT",2024-03-23T00:00:00Z,PREVENTIVO,MALO,BUENO,5658233,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 14183
"-14184,00 MNT",2024-08-02T00:00:00Z,EMERGENCIA,REGULAR,MALO,21529,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 14184
"-14185,00 MNT",2024-07-05T00:00:00Z,EMERGENCIA,REGULAR,REGULAR,22498,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 14185
"-14186,00 MNT",2023-12-14T00:00:00Z,PREVENTIVO,MALO,BUENO,3566712,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 14186
"-14187,00 MNT",2024-06-21T00:00:00Z,CORRECTIVO,REGULAR,MALO,3576602,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 14187
"-14188,00 MNT",2024-02-15T00:00:00Z,PREVENTIVO,MALO,REGULAR,4987790,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 14188
"-14189,00 MNT",2024-10-05T00:00:00Z,EMERGENCIA,BUENO,MALO,8977304,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 14189
"-14190,00 MNT",2024-04-08T00:00:00Z,CORRECTIVO,REGULAR,MALO,9387540,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 14190
"-14191,00 MNT",2024-03-03T00:00:00Z,PREVENTIVO,REGULAR,REGULAR,4730860,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 14191
"-14192,00 MNT",2024-03-21T00:00:00Z,EMERGENCIA,REGULAR,REGULAR,59065,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 14192
"-14193,00 MNT",2024-01-30T00:00:00Z,CORRECTIVO,BUENO,MALO,33550,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 14193
"-14194,00 MNT",2023-12-31T00:00:00Z,PREVENTIVO,MALO,MALO,3569193,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 14194
"-14195,00 MNT",2024-06-25T00:00:00Z,EMERGENCIA,BUENO,MALO,7125678,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 14195
"-14196,00 MNT",2024-05-25T00:00:00Z,CORRECTIVO,MALO,MALO,4730898,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 14196
"-14197,00 MNT",2023-11-12T00:00:00Z,EMERGENCIA,BUENO,BUENO,5268604,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 14197
"-14198,00 MNT",2024-01-20T00:00:00Z,EMERGENCIA,MALO,MALO,58747,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 14198
"-14199,00 MNT",2024-02-20T00:00:00Z,CORRECTIVO,REGULAR,MALO,19509,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 14199
"-14200,00 MNT",2023-10-29T00:00:00Z,PREVENTIVO,REGULAR,MALO,22323,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 14200
"-14201,00 MNT",2024-07-18T00:00:00Z,PREVENTIVO,REGULAR,REGULAR,5220644,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 14201
"-14202,00 MNT",2024-03-24T00:00:00Z,CORRECTIVO,BUENO,MALO,6905559,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 14202
"-14203,00 MNT",2024-09-25T00:00:00Z,EMERGENCIA,MALO,MALO,9191639,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 14203
"-14204,00 MNT",2023-12-15T00:00:00Z,EMERGENCIA,REGULAR,REGULAR,60023,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 14204
"-14205,00 MNT",2024-05-26T00:00:00Z,PREVENTIVO,MALO,BUENO,4960331,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 14205
"-14206,00 MNT",2024-09-11T00:00:00Z,CORRECTIVO,BUENO,MALO,8930734,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 14206
"-14207,00 MNT",2024-08-27T00:00:00Z,CORRECTIVO,REGULAR,BUENO,7840613,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 14207
"-14208,00 MNT",2024-09-14T00:00:00Z,EMERGENCIA,MALO,REGULAR,59450,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 14208
"-14209,00 MNT",2024-06-06T00:00:00Z,CORRECTIVO,REGULAR,BUENO,33321,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 14209
"-14210,00 MNT",2024-04-09T00:00:00Z,EMERGENCIA,REGULAR,REGULAR,5239285,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 14210
"-14211,00 MNT",2023-10-26T00:00:00Z,CORRECTIVO,BUENO,REGULAR,7794504,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 14211
"-14212,00 MNT",2023-12-19T00:00:00Z,EMERGENCIA,REGULAR,BUENO,60032,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 14212
"-14213,00 MNT",2024-07-02T00:00:00Z,PREVENTIVO,REGULAR,BUENO,59967,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 14213
"-14214,00 MNT",2023-12-20T00:00:00Z,CORRECTIVO,BUENO,MALO,9183108,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 14214
"-14215,00 MNT",2024-02-03T00:00:00Z,CORRECTIVO,MALO,MALO,3576530,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 14215
"-14216,00 MNT",2024-05-19T00:00:00Z,EMERGENCIA,REGULAR,BUENO,58832,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 14216
"-14217,00 MNT",2023-10-27T00:00:00Z,CORRECTIVO,REGULAR,REGULAR,24842,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 14217
"-14218,00 MNT",2024-01-10T00:00:00Z,CORRECTIVO,REGULAR,BUENO,6761229,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 14218
"-14219,00 MNT",2023-10-20T00:00:00Z,EMERGENCIA,MALO,MALO,32918,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 14219
"-14220,00 MNT",2024-04-23T00:00:00Z,EMERGENCIA,MALO,MALO,9395867,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 14220
"-14221,00 MNT",2024-12-05T00:00:00Z,EMERGENCIA,REGULAR,BUENO,9438564,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 14221
"-14222,00 MNT",2024-07-22T00:00:00Z,EMERGENCIA,REGULAR,MALO,4737936,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 14222
"-14223,00 MNT",2024-01-28T00:00:00Z,EMERGENCIA,MALO,BUENO,9387167,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 14223
"-14224,00 MNT",2024-03-24T00:00:00Z,EMERGENCIA,MALO,REGULAR,25009,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 14224
"-14225,00 MNT",2024-05-15T00:00:00Z,CORRECTIVO,MALO,MALO,7125633,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 14225
"-14226,00 MNT",2024-02-07T00:00:00Z,CORRECTIVO,REGULAR,MALO,9194668,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 14226
"-14227,00 MNT",2024-05-15T00:00:00Z,PREVENTIVO,MALO,REGULAR,3962439,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 14227
"-14228,00 MNT",2024-06-08T00:00:00Z,PREVENTIVO,REGULAR,MALO,8803675,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 14228
"-14229,00 MNT",2024-05-29T00:00:00Z,EMERGENCIA,MALO,BUENO,9391623,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 14229
"-14230,00 MNT",2023-10-25T00:00:00Z,CORRECTIVO,MALO,MALO,9439832,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 14230
"-14231,00 MNT",2024-10-05T00:00:00Z,EMERGENCIA,BUENO,BUENO,8977870,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 14231
"-14232,00 MNT",2024-03-15T00:00:00Z,PREVENTIVO,BUENO,BUENO,4987172,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 14232
"-14233,00 MNT",2024-09-07T00:00:00Z,PREVENTIVO,MALO,BUENO,59009,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 14233
"-14234,00 MNT",2024-06-24T00:00:00Z,CORRECTIVO,REGULAR,MALO,22507,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 14234
"-14235,00 MNT",2024-03-07T00:00:00Z,EMERGENCIA,REGULAR,BUENO,32500,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 14235
"-14236,00 MNT",2024-03-09T00:00:00Z,CORRECTIVO,BUENO,REGULAR,5240961,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 14236
"-14237,00 MNT",2024-06-21T00:00:00Z,EMERGENCIA,MALO,BUENO,21218,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 14237
"-14238,00 MNT",2024-07-24T00:00:00Z,EMERGENCIA,BUENO,MALO,5003370,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 14238
"-14239,00 MNT",2023-12-24T00:00:00Z,PREVENTIVO,BUENO,BUENO,59023,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 14239
"-14240,00 MNT",2024-06-16T00:00:00Z,EMERGENCIA,MALO,MALO,8803542,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 14240
"-14241,00 MNT",2024-05-01T00:00:00Z,EMERGENCIA,BUENO,REGULAR,7764712,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 14241
"-14242,00 MNT",2024-02-02T00:00:00Z,EMERGENCIA,REGULAR,BUENO,24872,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 14242
"-14243,00 MNT",2023-12-29T00:00:00Z,EMERGENCIA,REGULAR,BUENO,19792,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 14243
"-14244,00 MNT",2024-04-25T00:00:00Z,PREVENTIVO,MALO,MALO,6761374,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 14244
"-14245,00 MNT",2024-05-16T00:00:00Z,CORRECTIVO,REGULAR,REGULAR,22125,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 14245
"-14246,00 MNT",2024-03-11T00:00:00Z,CORRECTIVO,MALO,BUENO,21658,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 14246
"-14247,00 MNT",2024-03-23T00:00:00Z,CORRECTIVO,MALO,MALO,21964,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 14247
"-14248,00 MNT",2024-10-01T00:00:00Z,CORRECTIVO,MALO,MALO,59157,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 14248
"-14249,00 MNT",2024-05-09T00:00:00Z,PREVENTIVO,BUENO,MALO,60035,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 14249
"-14250,00 MNT",2024-09-13T00:00:00Z,CORRECTIVO,REGULAR,MALO,3569241,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 14250
"-14251,00 MNT",2023-11-16T00:00:00Z,CORRECTIVO,MALO,BUENO,58893,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 14251
"-14252,00 MNT",2024-09-17T00:00:00Z,CORRECTIVO,REGULAR,MALO,57969,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 14252
"-14253,00 MNT",2024-03-10T00:00:00Z,EMERGENCIA,REGULAR,BUENO,58839,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 14253
"-14254,00 MNT",2024-04-26T00:00:00Z,PREVENTIVO,BUENO,REGULAR,33398,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 14254
"-14255,00 MNT",2024-08-01T00:00:00Z,EMERGENCIA,BUENO,REGULAR,25835,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 14255
"-14256,00 MNT",2024-03-26T00:00:00Z,EMERGENCIA,MALO,BUENO,4991258,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 14256
"-14257,00 MNT",2023-12-31T00:00:00Z,PREVENTIVO,REGULAR,MALO,21512,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 14257
"-14258,00 MNT",2024-06-05T00:00:00Z,CORRECTIVO,MALO,REGULAR,8942006,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 14258
"-14259,00 MNT",2024-04-25T00:00:00Z,CORRECTIVO,MALO,MALO,7246265,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 14259
"-14260,00 MNT",2024-10-11T00:00:00Z,PREVENTIVO,REGULAR,MALO,19853,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 14260
"-14261,00 MNT",2023-12-19T00:00:00Z,CORRECTIVO,MALO,BUENO,57905,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 14261
"-14262,00 MNT",2023-12-01T00:00:00Z,EMERGENCIA,MALO,MALO,9048976,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 14262
"-14263,00 MNT",2023-10-29T00:00:00Z,EMERGENCIA,REGULAR,BUENO,9393862,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 14263
"-14264,00 MNT",2024-11-06T00:00:00Z,PREVENTIVO,BUENO,REGULAR,35088,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 14264
"-14265,00 MNT",2024-05-07T00:00:00Z,CORRECTIVO,BUENO,REGULAR,59756,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 14265
"-14266,00 MNT",2024-02-25T00:00:00Z,PREVENTIVO,REGULAR,REGULAR,19204,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 14266
"-14267,00 MNT",2024-07-20T00:00:00Z,EMERGENCIA,BUENO,REGULAR,9312959,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 14267
"-14268,00 MNT",2024-01-30T00:00:00Z,PREVENTIVO,REGULAR,MALO,9052583,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 14268
"-14269,00 MNT",2024-09-27T00:00:00Z,CORRECTIVO,REGULAR,REGULAR,35152,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 14269
"-14270,00 MNT",2024-06-06T00:00:00Z,CORRECTIVO,MALO,REGULAR,20994,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 14270
"-14271,00 MNT",2024-09-08T00:00:00Z,CORRECTIVO,MALO,REGULAR,9179377,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 14271
"-14272,00 MNT",2024-10-07T00:00:00Z,EMERGENCIA,REGULAR,REGULAR,7896544,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 14272
"-14273,00 MNT",2024-05-08T00:00:00Z,PREVENTIVO,BUENO,BUENO,3580325,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 14273
"-14274,00 MNT",2024-09-27T00:00:00Z,PREVENTIVO,REGULAR,MALO,9192706,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 14274
"-14275,00 MNT",2024-03-10T00:00:00Z,CORRECTIVO,REGULAR,REGULAR,3573014,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 14275
